Zone;Addresse;Nom;Nb affiches;Dernier Collage;Décollé?;Nom Itinéraire;Pos Itinéraire;Coordonnées;Officiel;;;;;;;;;;;;;;
Soyaux;Avenue Christophe Colomb, le long du parking du square du 8 mai 1945;;;01/06/2022 21:52;FALSE;Officiel Soyaux;;45.64053398405123, 0.18619300611607814;TRUE;;;;;;;;;;;;;;
Soyaux;Antornac, à l’entrée du bourg;;;01/06/2022 21:43;FALSE;Officiel Soyaux;;45.644156455125675, 0.20535157641880353;TRUE;;;;;;;;;;;;;;
Soyaux;Chemin d’Entreroches, entre la rue de la Combe et l’impasse des Glycines;;;01/06/2022 22:10;FALSE;Officiel Soyaux;;45.65045795975826, 0.1942134853219135;TRUE;;;;;;;;;;;;;;
Soyaux;Boulevard Léon Blum, entre Gulliver et Mille et une facettes;;;01/06/2022 22:06;FALSE;Officiel Soyaux;;45.64832988156387, 0.18422635524418574;TRUE;;;;;;;;;;;;;;
Soyaux;Rue Maurice Ravel, à l’angle de la rue Maurice Ravel et rue Maréchal Fayolle;;;30/05/2022 21:20;FALSE;Officiel Soyaux;;45.645254, 0.181197;TRUE;;;;;;;;;;;;;;
Soyaux;Square des Marronniers, au croisement de l’allée des Marronniers et de la rue du Bourg;;;01/06/2022 21:47;FALSE;Officiel Soyaux;;45.641920254707614, 0.20063034370347688;TRUE;;;;;;;;;;;;;;
Soyaux;La croix blanche, carrefour route du Peux et chemin de Bressour;;;01/06/2022 21:33;FALSE;Officiel Soyaux;;45.636406988192995, 0.20621164934244118;TRUE;;;;;;;;;;;;;;
Voeuil-Et-Giget;Bourg de Vœuil;;;30/05/2022 16:54;FALSE;Officiel Voeuil-Et-Giget;;45.585438, 0.154409;TRUE;;;;;;;;;;;;;;
Voeuil-Et-Giget;Bourg de Giget;;;30/05/2022 16:40;FALSE;Officiel Voeuil-Et-Giget;;45.604176, 0.153361;TRUE;;;;;;;;;;;;;;
Voeuil-Et-Giget;Allée des Sports;;;30/05/2022 16:49;FALSE;Officiel Voeuil-Et-Giget;;45.592520, 0.149328;TRUE;;;;;;;;;;;;;;
Vouzan;Salles des fêtes;;;01/06/2022 22:31;FALSE;Officiel Vouzan;;45.602521, 0.356358;TRUE;;;;;;;;;;;;;;
Sers;;Sers;1;30/05/2022 20:19;TRUE;;;45.598656, 0.322019;TRUE;;;;;;;;;;;;;;
Dignac;;Dignac;1;30/05/2022 20:19;TRUE;;;45.557450, 0.281469;TRUE;;;;;;;;;;;;;;
Cloulas;;Cloulas;;30/05/2022 20:19;TRUE;;;45.549447, 0.312325;TRUE;;;;;;;;;;;;;;
Mairie isle d'Espagnac;;;1;01/06/2022 23:12;FALSE;;;45.663575, 0.197613;TRUE;;;;;;;;;;;;;;
La Couronne;;Champ de Foire / Av Libération;;30/05/2022 08:07;FALSE;;;45.606464, 0.100333;TRUE;;;;;;;;;;;;;;
Angoulême;Bd Chanzy, 16006 Angoulême;Chanzy;;26/05/2022 20:45;FALSE;C;3;45.6446686,0.1776752;FALSE;;;;;;;;;;;;;;
Angoulême;31 Bd Besson Bey, 16000 Angoulême;Bd Besson Bey;4;05/06/2022 19:42;FALSE;D;3;45.6579215,0.1607381;FALSE;;;;;;;;;;;;;;
Angoulême;20 Rue de Clerac À Sillac, 16000 Angoulême;Clerac à Sillac;1;22/04/2022 23:34;FALSE;C;7;45.640261, 0.156918;FALSE;;;;;;;;;;;;;;
Angoulême;10 Pl. Delivertoux, 16000 Angoulême;Delivertoux;4;29/05/2022 16:24;FALSE;B;9;45.648291, 0.175102;FALSE;;;;;;;;;;;;;;
Angoulême;1 Rue de la Tourgarnier, 16000 Angoulême;Colonne Bussate;8;29/05/2022 16:37;FALSE;B;8;45.647687, 0.166739;FALSE;;;;;;;;;;;;;;
Soyaux;597 Rue Georges Courteline, 16800 Soyaux;Courteline;3;26/05/2022 18:52;FALSE;B;10;45.650216, 0.184342;FALSE;;;;;;;;;;;;;;
Angoulême;15 Rpe d'Aguesseau, 16000 Angoulême;Espace Franquin;8;26/05/2022 21:05;FALSE;D;9;45.649534, 0.159657;FALSE;;;;;;;;;;;;;;
Angoulême;1 Rue Raymond Poincaré, 16000 Angoulême;Hôtel de Police;8;26/05/2022 20:52;FALSE;B;7;45.649761, 0.162807;FALSE;;;;;;;;;;;;;;
Angoulême;20 Pl. Mulac, 16000 Angoulême;Place Mulac;8;05/06/2022 18:33;FALSE;D;6;45.6573651,0.1487417;FALSE;;;;;;;;;;;;;;
Angoulême;43 Rue Jean Maintenon, 16000 Angoulême;Maintenon;8;05/06/2022 18:49;FALSE;D;7;45.651394, 0.138920;FALSE;;;;;;;;;;;;;;
Angoulême;3 Rue Saint-Vincent de Paul, 16000 Angoulême;St Vincent de Paul;8;05/06/2022 19:16;FALSE;E;3;45.6482841,0.1202347;FALSE;;;;;;;;;;;;;;
L'isle D'espagnac;32 Rue Denis Papin, 16340 L'Isle-d'Espagnac;Papin;2;02/06/2022 21:40;FALSE;B;2;45.658723, 0.190853;FALSE;;;;;;;;;;;;;;
Angoulême;159 Rue Jules Durandeau, 16000 Angoulême;Jules Durandeau;8;05/06/2022 18:22;FALSE;D;4;45.663715,0.151748;FALSE;;;;;;;;;;;;;;
Angoulême;72 Rue de Beaulieu, 16000 Angoulême;Beaulieu;4;26/05/2022 19:29;FALSE;D;8;45.650599, 0.148989;FALSE;;;;;;;;;;;;;;
Angoulême;17 Rue Gontran Labregere, 16000 Angoulême;Labregere;4;05/06/2022 18:28;FALSE;D;5;45.6618164,0.1449709;FALSE;;;;;;;;;;;;;;
Angoulême;2 Rue Pierre Brossolette, 16000 Angoulême;Rue de Limoges;6;05/06/2022 18:12;FALSE;B;3;45.659184, 0.175206;FALSE;;;;;;;;;;;;;;
RUELLE;22 Pl. du Champ de Mars, 16600 Ruelle-sur-Touvre;Pl. du Champ de Mars;8;05/06/2022 17:27;FALSE;B;1;45.6781634,0.2286951;FALSE;;;;;;;;;;;;;;
Angoulême;19 Rue de la Cigogne, 16000 Angoulême;La Cigogne;2;26/05/2022 20:33;FALSE;D;1;45.636789, 0.180832;FALSE;;;;;;;;;;;;;;
Angoulême;65 Rue de la Loire, 16000 Angoulême;Saint-Gelais;4;29/05/2022 16:47;FALSE;C;5;45.645174, 0.162315;FALSE;;;;;;;;;;;;;;
Angoulême;12 Rue de la Belle Allée du Petit Fresquet, 16000 Angoulême;Petit Fresquet;8;26/05/2022 20:32;FALSE;C;4;45.639137, 0.171845;FALSE;;;;;;;;;;;;;;
Soyaux;18B Rue du Dr Fernand Lamaze, 16800 Soyaux;Fernand Lamaze;3;26/05/2022 20:45;FALSE;C;2;45.642588, 0.182261;FALSE;;;;;;;;;;;;;;
Soyaux;12 Av. du Petureau, 16800 Soyaux;Av. du Petureau;6;26/05/2022 20:33;FALSE;C;1;45.638872,0.193528;FALSE;;;;;;;;;;;;;;
Angoulême;143 Rue de Montmoreau, 16000 Angoulême;Montmoreau;4;22/04/2022 23:33;FALSE;C;6;45.641484, 0.157106;FALSE;;;;;;;;;;;;;;
Angoulême;Rue Pierre Aumaitre, 16000 Angoulême;Pierre Aumaitre;1;05/06/2022 19:09;FALSE;E;1;45.649403, 0.129630;FALSE;;;;;;;;;;;;;;
Angoulême;Rue Emile Peyronnet, 16000 Angoulême;Emile Peyronnet;1;05/06/2022 19:29;TRUE;E;2;45.6493499,0.1133838;FALSE;;;;;;;;;;;;;;
Angoulême;Rue Théodore Botrel, 16006 Angoulême;Théodore Botrel;;31/05/2022 23:35;FALSE;B;6;45.653627, 0.168985;FALSE;;;;;;;;;;;;;;
Angoulême;Rue Paul Mairat, 16006 Angoulême;Paul Mairat;;12/04/2022 22:48;FALSE;B;4;45.656128, 0.173252;FALSE;;;;;;;;;;;;;;
Angoulême;Rue Marguerite d'Angoulême, 16006 Angoulême;Marguerite d'Angoulême;;29/05/2022 16:03;FALSE;B;5;45.654789, 0.175617;FALSE;;;;;;;;;;;;;;
Angoulême;Bd de la République, 16006 Angoulême;Boulevard de la République;1;18/02/2022;TRUE;D;2;45.6511717,0.1702666;FALSE;;;;;;;;;;;;;;
Angoulême;Rue Claude Bonnier, 16000 Angoulême;Claude Bonnier;;29/05/2022 17:17;FALSE;C;12;45.630673, 0.141080;FALSE;;;;;;;;;;;;;;
Angoulême;Rue du Canada, 16000 Angoulême;Canada;;22/04/2022 23:30;FALSE;C;8;45.639391,0.1532643;FALSE;;;;;;;;;;;;;;
Angoulême;Bd Jacques Monod, 16000 Angoulême;Boulevard Jacques Monod;;29/05/2022 17:10;FALSE;C;11;45.631771, 0.155872;FALSE;;;;;;;;;;;;;;
Angoulême;Av. de Navarre, Angoulême;Avenue de Navarre;;18/02/2022;TRUE;C;9;45.6279867,0.1535572;FALSE;;;;;;;;;;;;;;
Vindelle;Rue du Champ de Foire, 16430 Vindelle;Champ de Foire;6;18/02/2022;FALSE;Undefined;;45.7212551,0.1214022;FALSE;;;;;;;;;;;;;;
La Couronne;Rue du 19 Mars 1962, 16400 La Couronne;Rue du 19 mars 1962;1;28/05/2022 08:52;FALSE;A;3;45.610699, 0.099944;FALSE;;;;;;;;;;;;;;
La Couronne;Pl. du 14 Juillet, 16400 La Couronne;Place du 14 Juillet;1;28/05/2022 08:52;FALSE;A;4;45.609268, 0.097255;FALSE;;;;;;;;;;;;;;
La Couronne;16400 La Couronne, France;Chez Dion;1;26/04/2022 18:49;FALSE;A;9;45.613118, 0.071743;FALSE;;;;;;;;;;;;;;
La Couronne;16400 La Couronne, France;Les Barrets;1;03/05/2022 21:16;FALSE;A;10;45.611885, 0.086179;FALSE;;;;;;;;;;;;;;
La Couronne;Le Grand Maine, 16400 La Couronne;Le Grand Maine;1;11/03/2022 20:44;FALSE;E;7;45.623605, 0.076695;FALSE;;;;;;;;;;;;;;
La Couronne;Le Chalumeau, 16400 La Couronne;Le Chalumeau;1;18/02/2022;FALSE;E;6;45.63863,0.098044;FALSE;;;;;;;;;;;;;;
La Couronne;16400 La Couronne, France;Le Mas;;11/03/2022 20:49;FALSE;E;8;45.625329, 0.096012;FALSE;;;;;;;;;;;;;;
La Couronne;Breuty, 16400 La Couronne;Breuty;1;28/05/2022 09:38;FALSE;E;9;45.618849, 0.116854;FALSE;;;;;;;;;;;;;;
La Couronne;16400 La Couronne, France;Les Séverins;1;28/05/2022 09:18;FALSE;A;1;45.605532,0.119567;FALSE;;;;;;;;;;;;;;
La Couronne;La Contrie, 16400 La Couronne;La Contrie;1;28/05/2022 09:03;FALSE;A;6;45.601212, 0.102029;FALSE;;;;;;;;;;;;;;
La Couronne;16400 La Couronne, France;La Montée;1;11/03/2022 20:28;TRUE;A;8;45.605919,0.084159;FALSE;;;;;;;;;;;;;;
La Couronne;All. des Sports, 16400 La Couronne;Allée des Sports;1;28/05/2022 08:57;FALSE;A;7;45.601337, 0.095358;FALSE;;;;;;;;;;;;;;
La Couronne;Rte de Libourne, 16400 La Couronne;Route de Libourne;6;28/05/2022 09:25;FALSE;C;13;45.609314, 0.151313;FALSE;;;;;;;;;;;;;;
SAINT-MICHEL;Rue des Poètes, 16470 Saint-Michel;Rue des Poètes;4;22/04/2022 22:28;FALSE;E;4;45.649538, 0.108597;FALSE;;;;;;;;;;;;;;
SAINT-MICHEL;Rue des Peupliers, 16470 Saint-Michel;Rue des Peupliers;1;22/04/2022 22:15;FALSE;E;5;45.639829, 0.100839;FALSE;;;;;;;;;;;;;;
SAINT-MICHEL;11 Bd de Bretagne, 16470 Saint-Michel;Club Sportif Saint Michel;1;22/04/2022 22:04;FALSE;E;11;45.634911, 0.114101;FALSE;;;;;;;;;;;;;;
Angoulême;Rue Paul Mairat, 16006 Angoulême, France;Bus Mairat;2;29/05/2022 15:57;FALSE;;1;45.656045, 0.173206;FALSE;;;;;;;;;;;;;;
La Couronne;Place de la Mairie;;;28/05/2022 08:52;FALSE;Officiel La Couronne;;45.608763, 0.101210;FALSE;;;;;;;;;;;;;;
Cloulas;;Cloulas libre;3;21/04/2022 19:18;FALSE;;;45.549150, 0.312090;FALSE;;;;;;;;;;;;;;
Saint-Michel;;Les Sicauds;;;FALSE;;;45.640750, 0.101436;FALSE;;;;;;;;;;;;;;
Nersac;;La Meure;;26/04/2022 18:51;FALSE;;;45.633124, 0.047295;FALSE;;;;;;;;;;;;;;
La Couronne;;Pont Neuf;;28/05/2022 09:18;FALSE;;;45.600240, 0.139000;FALSE;;;;;;;;;;;;;;
Les Poètes 1;;;2;;FALSE;;;45.648026, 0.108503;FALSE;;;;;;;;;;;;;;
Nersac;;Rue Angoulême / Fontenelles;;26/04/2022 19:29;FALSE;;;45.625267, 0.058265;FALSE;;;;;;;;;;;;;;
La Couronne;;Hippodrome;4;28/05/2022 09:30;FALSE;;;45.617981, 0.137653;FALSE;;;;;;;;;;;;;;
Mlornac;;;1;02/06/2022 22:15;FALSE;;;45.699617, 0.270970;FALSE;;;;;;;;;;;;;;
Angoulême;;Rue de la Loire;4;29/05/2022 16:54;FALSE;;;45.641578, 0.157275;FALSE;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
